episode,return,running_variance
1,16.821956387159453,0.0
2,11.533078067342782,6.993058470456704
3,27.80966134590316,45.95878415179323
4,6.389568577655322,62.98373980280486
5,7.887470712401086,59.99970858186475
6,25.69045852721241,68.69545041128396
7,6.4227021730134926,70.16513769581101
8,5.706487517517247,70.14437803421959
9,11.510204787661637,62.75454613610984
10,5.806796057112134,61.54315518050087
11,48.59081490782192,163.2520745368843
12,2.9689781615889537,162.28990950360787
13,15.162057072924842,149.8174620841072
14,8.935016460654092,141.39175016033062
15,5.107947118097097,137.30795534570217
16,19.793893264558413,130.8621601285887
17,5.628801397188016,127.16887366039988
18,9.454261314066091,121.02027098715494
19,15.382248579696746,114.84648301956399
20,5.572654643731112,112.09325235436333
21,26.498586371043334,114.8864372364957
22,60.639921362948115,205.0757318606779
23,14.237053286470111,196.27136458278983
24,17.14193968261585,188.1645979927371
25,13.620719127610785,180.83094301727425
26,53.49136077682406,226.49092575580045
27,7.714304231283619,221.32723427903105
28,17.61863491814052,213.44193632221527
29,4.341126246983826,211.33126418766471
30,4.3915542507571015,208.98369163229114
31,21.37960540895966,203.12490317508247
32,2.625383630801285,202.38361227479214
33,12.433058242906473,196.58559403502048
34,11.601287619864063,191.28471194491064
35,8.971550587926405,187.0335907073226
36,9.347388071634793,182.8264504571796
37,15.498723881257092,177.8871142406014
38,6.922774586294321,174.97663659792875
39,12.947075845967,170.5971113659553
40,12.578125426167905,166.47093906654766
41,12.17853757261518,162.58747704561526
42,10.31626555089925,159.1915456816392
43,10.491875265756557,155.8974624148619
44,4.714977712041541,154.5385612851063
45,8.432595790890296,151.87975004878527
46,23.104246048515034,150.236408788553
47,29.09730040051786,151.49806034244222
48,12.537083466548683,148.44418318169838
49,8.933917855387953,146.08636074982712
50,10.990512684782983,143.4216735790826
51,6.176129968856456,141.9540655296808
52,13.992650958046333,139.22694364964602
53,4.980172835595289,138.231535849034
54,9.892340892247576,136.00754512777175
55,18.002208553698388,133.80492425404685
56,14.911573361877924,131.42488301397518
57,5.088667958793061,130.5485322301072
58,9.77784299228441,128.60483406633108
59,25.185682448953255,128.52401749723654
60,5.903503135753701,127.49706698648947
61,8.906701823217004,125.82767464072263
62,6.800554815027591,124.60501811820983
63,6.941614616419946,123.36536305350617
64,3.2008020214408925,123.13547631924104
65,6.861586773426812,121.91724723097661
66,19.44784587816248,120.60862708426906
67,7.3742480675475575,119.36579954040289
68,12.60886864799116,117.620406511613
69,10.004322630245733,116.0830658955342
70,11.79780497710967,114.4598648289379
71,4.956841506063864,113.82705568535397
72,16.47714097187573,112.38996499033293
73,3.4861156226185783,112.14672537668386
74,8.724297077506398,110.89201255664601
75,16.0864075558659,109.5317693079334
76,41.745197128508316,118.72476799477619
77,5.566333529270121,117.99052702483341
78,7.6686290979876865,116.8936967323533
79,12.898826618249199,115.41632545276327
80,14.193159881191473,113.98298944590792
81,10.321233762308413,112.6863852996983
82,6.675204063814623,111.84016677816268
83,7.621840615279073,110.8650578522153
84,12.353870344338464,109.55264609994607
85,6.6906502045682235,108.74709630218139
86,12.175852306699591,107.49162552459373
87,7.488534012902714,106.6077681314407
88,6.008651977684244,105.94356675437592
89,7.902577944502093,105.03161394569767
90,14.459877922989676,103.89298579452603
91,13.635372520656553,102.75766585841411
92,9.380660552297156,101.77229419914461
93,7.666158632511707,100.96278593848083
94,5.259366706232223,100.48481621118354
95,6.484013941800465,99.83016923250096
96,11.577191750817653,98.80190483903054
97,5.110068470229974,98.36006449214396
98,13.681257170488689,97.36929411014788
99,13.442005930045195,96.39350076365471
100,6.8808682175030595,95.75014496805507
101,10.603242265954513,94.83793147850179
102,3.154346992077759,94.7552295956047
103,7.474555867103006,94.06889793318774
104,9.797347450073133,93.22673782540727
105,8.922346318569348,92.44849840554346
106,7.732238802520814,91.77123703629604
107,43.36836946291896,99.87558542080399
108,6.132683021307841,99.32820833415036
109,10.821120156410162,98.44217674872549
110,5.983404460989595,97.92651708876465
111,5.89868051385947,97.42316736352663
112,11.4157081743788,96.56111412572234
113,78.30221535176388,133.86346916553086
114,11.42224586037689,132.70898592313438
115,109.66653190928837,212.24354751434814
116,15.157274050445608,210.4306013351839
117,12.344647927066168,208.64926057719188
118,7.7234045707485075,207.1870067899021
119,6.890532363226067,205.83305655476167
120,173.0733561623656,414.15324630175877
121,27.423551809848547,412.00006086582005
122,21.75189355748948,408.98482459230115
123,11.279930280001151,405.7796062342684
124,99.59062770973519,459.60746974890446
125,9.193538484680346,456.27543876044746
126,31.708474860047215,454.6637631081045
127,9.940114079306907,451.35744586321823
128,9.83857694979532,448.10787063619296
129,18.10917808961938,444.67639567647274
130,16.66368697542588,441.26171178972663
131,11.37619511695277,438.0409483353263
132,13.143676308263762,434.7738143511611
133,10.767769969820673,431.68914269011685
134,8.511863590268321,428.85031008330463
135,12.444278011033015,425.74903506886574
136,12.56765013726134,422.68665323515006
137,6.9586238011834896,420.14246970877207
138,15.697025676898605,417.09814276433116
139,36.829053027049696,417.3350737874386
140,5.116368315948384,415.1472211733034
141,14.291707001244424,412.215264677963
142,65.36206143076544,426.62339506388275
143,9.301520608012119,423.94760790369793
144,6.584389783270458,421.6033315296344
145,155.10394205554573,551.517184819154
146,71.71812598930731,568.2511537912985
147,158.2047353073323,698.7532688009557
148,8.80229555814956,694.6173172754407
149,7.648644085686831,690.6806294519556
150,26.943796446092662,686.6048124452751
151,14.130554586372869,682.1597539699201
152,8.51121118144619,678.26552745777
153,11.456513527949342,674.1086804976057
154,68.91845346543312,686.4993418740208
155,10.406960601331296,682.4663912680599
156,7.644198753428979,678.803571401858
157,123.24835621179372,744.3875118455136
158,9.908265805197397,740.1755117792087
159,75.42406465975525,755.5855678343203
160,10.282794495941541,751.3480512580775
161,8.265673384353775,747.4009546536007
162,22.764781970089235,742.8744917942294
163,104.10889819136725,782.4628735741192
164,4.751854874271438,779.0173780109656
165,8.816306389327865,774.9773894531622
166,12.259740171463774,770.6130119967455
167,33.50534982064534,767.1922352701689
168,5.598380737418427,763.7574098215317
169,125.4469017443552,825.4552467365025
170,6.301144890908605,821.6928910946546
171,9.309908379553736,817.5389247721222
172,66.49400552524274,825.371188440171
173,15.112528701095986,820.7433969085449
174,17.35610153380909,816.0687029667989
